description,subject
 One consequence of the classification is the identification of principal structuring heuristics for system-of-systems,SYS
" Another is an understanding that, in most cases, the architecture of a system-of-systems is communications",SYS
" The architecture is nonphysical, it is the set of standards that allow meaningful communication among the components ",SYS
" While the term system-of-systems has no widely accepted definition, the notion is widespread and generally recognized",SYS
 There is an emergent class of systems that are built from components which are large-scale systems in their own right,SYS
" Prominent existing examples include integrated air defense networks, the Internet, and enterprise information networks",SYS
" Much larger, more complex and distributed examples are being planned",SYS
" Notable among them are intelligent transport systems [IVHS America, 1992; USDOT, 1995], military C4I and Integrated Battlespace [Butler et al",SYS
" 1996], global satellite networks [Stuart, 1996], and partially autonomous flexible manufacturing systems [Hayes, 1988]",SYS
"1 The question addressed by this paper is whether or not there is a useful taxonomic distinction between various complex, large-scale systems that are commonly referred to as systems-of-systems",SYS
" For there to be a useful taxonomic distinction, we should be able to divide systems of interest into two (or more) classes such that the members of each class share distinct attributes, and whose design, development, or operations pose distinct demands",SYS
" This paper argues that there is a useful taxonomic distinction, and that the distinction is based on the operational and managerial independence of the systems components",SYS
" By the tenets of this paper, a system would be termed a system-of-  systems or a collaborative system when: (1) Its components) fulfilled valid purposes in their own right and continued to operate to fulfill those purposes if disassembled from the overall system, and (2) the components systems are managed (at least in part) for their own purposes rather than the purposes of the whole",SYS
" Moreover, this paper argues that the commonly cited characteristics of systems-of-systems (complexity of the component systems and geographic distribution) are not the appropriate taxonomic classifiers",SYS
 The principal reason is that there are design guidelines that address those demands that apply differently for systems within and without the proposed class,SYS
" Within these properties are further taxonomic divisions, although they carry less importance in development",SYS
" For example, there is a distinction between collaborative systems that are organized and managed to express particular functions or purposes, and those in which desired behaviors must emerge through voluntary and collaborative interaction without central direction",SYS
" Many problems in developing systems-of-systems can be traced to misclassification, either as to monolithic system versus system-of-systems or as to category within system-of-systems",SYS
" The misclassification issues are related to enabling and fostering collaboration, not to provisions for geographic distribution or complexity issues",SYS
 Especially important is a failure to architect for robust collaboration when direct control is impossible,SYS
 This arises when the developers believe they have greater control over the evolution of the system-of-systems than they actually do,SYS
 In believing this they may fail to ensure that critical properties or elements will be incorporated by failing to provide a mechanism matched to the problem,SYS
 The independence and extent of these aggregations of systems results in an even greater emphasis on interface design than in traditional system architecting and engineering,SYS
" Since the components are often developed independently of the aggregate, the aggregate emerges as a system in its own right only through the interaction of the components",SYS
" Because elements will be independently developed and operated, the system-of-systems architect must express an overall structure largely (or even wholly) through the specification of communication standards",SYS
 Systems-of-systems are largely defined by interface standards,SYS
" Generally, these will be communication protocol standards, possibly at many levels of a layered communication model",SYS
 Only in special cases will there be more concrete interfaces,SYS
 Different problems require interface standards at different levels,SYS
" Some applications, an intelligent transport example stands out, can require a unique standard built from physical transmission upward",SYS
" As data communication becomes ubiquitous, however, the standards that enable each particular system-of-systems will be high-level standards, operating above the transport layer, which define the semantic content of messages passed among the components",SYS
" These standards, sometimes referred to as middleware, will most likely be built on distributed object and messaging frameworks",SYS
" Some cases, military systems for example, may define part of their architecture through human training and indoctrination",SYS
  This analysis of systems-of-systems architecting divides into eight parts,SYS
" The first part reviews some literature discussions of system-of-systems and introduces two commonly cited examples, integrated air defense systems and the Internet",SYS
" Second, the paper provides a two-part core definition for system-of-systems viewed as a taxonomic node",SYS
" Third, the paper examines several design heuristics that are of special importance in systems meeting the definition",SYS
" Fourth, an argument is framed for the taxonomic node and the examples are reexamined in light of the heuristics in the fifth part",SYS
" This part also introduces a future example of a systemof-systems, the Intelligent Transport Systems",SYS
" Sixth, we examine some additional taxonomic division",SYS
 In the seventh part we examine the impact of misclassification (which furthers the overall argument),SYS
" Lastly, the design heuristics and past experience are combined to consider communications as the architecture2 of a system-of-systems",SYS
"  While the term System of Systems appears frequently, there is no widely accepted definition of its meaning",SYS
 The use of a separate term system-of-systems implies a taxonomic grouping,SYS
 It implies the existence of distinct classes within systems,SYS
" Such classes are useful for engineering only if they represent distinct demands in design, development, or operation",SYS
" In a formal sense, system-of-systems is not descriptive",SYS
 A system is generally understood to be an assemblage of components that produces behavior or function not available from any component individually,SYS
" Under this definition, a personal computer is a system",SYS
" The computerآ’s disk drive, video monitor, processor, and so forth are likewise systems",SYS
" So also, formally, a personal computer is a system-of-systems because it is an assemblage of components that are individually regarded as systems",SYS
" Thus, formally, the term systemof-systems has no distinguishing power",SYS
" Its broad use, however, is suggestive that investigators have found value in distinguishing very large and distributed systems from much less complex and more compact systems",SYS
" System-of-systems, as commonly used, suggests assemblages of components that are themselves significantly complex, enough so that they may be regarded as systems and that are assembled into a larger system",SYS
" Many authors, however, prefer the notion of geographic distribution to a notion of a type of interrelationship",SYS
" At least two previous authors have proposed taxonomies that carry the notion of a distinct class of systems generally characterized as large, complex, geographically distributed, and composed of components that are significant systems in their own right",SYS
" Shenhar [1994, p",SYS
 268] proposed a two-dimensional system taxonomy that includes a category called an array,SYS
"  Similarly, Eisner [1993] defines systems-of-systems as large geographically distributed assemblages, but envisions only centrally directed development efforts in which the component systems and their integration are deliberately, and centrally, planned for a particular purpose",SYS
 Thus both Shenhar and Eisner use the term system-of-systems to describe geographically distributed systems which are otherwise developed and managed conventionally,SYS
 Shenhar does make distinctions in best practices for development for what he calls an array that differ from best practices for nondistributed systems,SYS
" However, in all of these cases the development and operations management model is fundamentally centralized",SYS
 Shenhar comes closest to making a case for a useful taxonomic node by discovering best practices different from those associated with his other taxonomic nodes,SYS
" However, neither geographic distribution nor the complexity of components meets the test of being discriminating characteristics for distinctly different design approaches, when the appropriate examples are considered",SYS
 A number of important existing and emerging systems are not characterized by central management of either development or operations,SYS
" These systems are commonly, though not always, geographically distributed and evolutionary",SYS
 What is unique about them is their fundamentally collaborative rather than directed structure,SYS
" These systems are composed of subsystems that are capable of operating independently of the integrated whole, and do operate in partial independence as part of normal operations",SYS
" The integrated system exists because of deliberate decisions by the subsystem or component developers to collaborate as part of a greater whole, and that decision to collaborate is an ongoing one",SYS
 Another term sometimes used for collaborative assemblages is federated system,SYS
 The next sections consider wide area communication networks and integrated air defense systems,SYS
 Wide Area Networks All wide area network systems are geographically distributed and have complex components,SYS
" Hence, they fit the common usage of system-of-systems",SYS
" Major examples include IBM System Network Architecture (SNA), the Bell telephone system, Asynchronous Transfer Mode networks, and the Internet",SYS
" However, these examples are distinguished by the degree of centralization of control in their design and operation",SYS
 The Internet is the classic example of distributed control and operation,SYS
" The central architecture of the Internet, in the sense of an organizing or cohering structure, is a set of protocols now called TCP/IP",SYS
 The TCP/IP family protocols are based on distributed operation and management,SYS
" All data are encapsulated in packets, which are independently forwarded through the Internet",SYS
 Routing decisions are made locally at each routing node,SYS
 Each routing node develops its own estimate of the connection state of the system through the exchange of routing messages (also encapsulated at IP packets),SYS
" The distributed estimate of connection state are not, and need not be consistent or complete",SYS
 Forwarding is designed to be acceptably successful even when connection state estimates are inconsistent and incomplete,SYS
" The distributed nature of routing information, and the memoryless forwarding, allows the Internet to operate without central control or direction",SYS
 A decentralized development community matches this decentralized architecture,SYS
 There is no central body with coercive power to issue or enforce standards,SYS
" The development community creates standards through collaborative arrangements, the Internet Engineering Task Force (IETF) and related bodies, and deploys them in a similar fashion",SYS
" The telephone system, and the SNA computer networking system, in contrast, rely on centralized control over operation and development",SYS
 They can also more efficiently utilize transmission technologies or more efficiently carry out specific applications since they can tie directly to them,SYS
 Nodes in the system are centrally directed in maintaining consistent and complete connection state models,SYS
" Instead of memoryless packet forwarding, these networks use end-to-end connection abstractions",SYS
" They also tie more closely to both the transmission technology and user application, and derive efficiency from doing so",SYS
 Comparison of the three example systems (and a further comparison to ATM) reveals the important interplay between distributed operation and development,SYS
 The Internet can be developed in a collaborative way largely because its operation is collaborative,SYS
" Because the Internet uses best-effort forwarding and distributed routing, it can easily offer new services without changing the underlying protocols",SYS
 Those new services can be implemented and deployed by groups that have no involvement in developing or operating the underlying protocols; but only so long as those new services do not require any new underlying services,SYS
" So, for example, groups were able to develop and deploy IP-Phone (a voice over the Internet application) without any cooperation from TCP/IP developers or even Internet service providers",SYS
" However, the IP-Phone application cannot offer any quality of service guarantees since the protocols it is built on do not offer simultaneous delay and error rate bounding",SYS
 The two system types differ in their robustness against accidental and deliberate attack,SYS
" In principle, a decentralized system like the Internet should be less vulnerable to destructive collective phenomena and be able to locally adapt around problems",SYS
" In practice, both the Internet with its distributed control model and the telephone system with its greater centralization have proven vulnerable to collective phenomena",SYS
" It turns out that distributed control protocols like TCP/IP are very prone to collective phenomena in both transmission and routing [Bertsekas and Gallager, 1992: Chap 6]",SYS
 Careful design and selection of parameters has been necessary to avoid network collapse phenomena,SYS
 One reason is that the Internet uses a good intentions model for distributed control which is vulnerable to nodes that misbehave either accidentally or deliberately,SYS
" There are algorithms known which are robust against bad intentions faults, but they have not been incorporated into network designs",SYS
 Wide area telephone blackouts have attracted media attention and shown that the more centralized model is also vulnerable,SYS
" The argument about decentralized versus centralized fault tolerance has a long history in the electric power industry, and even today has not reached full resolution",SYS
 The ATM standard tries to combine characteristics of both centralized and decentralized architecture,SYS
" It adopts packet forwarding as the transfer model, but uses virtual circuit switching for the forwarding rule, which requires networkwide consistency on all connections",SYS
 The ambition for ATM has been to combine the best features of both the computer and telephone networking worlds and offer a rich set of services including both guaranteed and best effort services,SYS
"While the phrase system-of-systems is commonly seen, there is less agreement on what they are, how they may be distinguished from conventional systems, or how their development differs from other systems",SYS
" This paper proposes a definition, a limited taxonomy, and a basic set of architecting principles to assist in their design",SYS
" As it turns out, the term systemof-systems is infelicitous for the taxonomic grouping",SYS
 The grouping might be better termed collaborative systems,SYS
" The paper also discusses the value of recognizing the classification in system design, and some of the problems induced by misclassification",SYS
 One consequence of the classification is the identification of principal structuring heuristics for system-of-systems,SYS
" Another is an understanding that, in most cases, the architecture of a system-of-systems is communications",SYS
" The architecture is nonphysical, it is the set of standards that allow meaningful communication among the components ",SYS
" While the term system-of-systems has no widely accepted definition, the notion is widespread and generally recognized",SYS
 There is an emergent class of systems that are built from components which are large-scale systems in their own right,SYS
" Prominent existing examples include integrated air defense networks, the Internet, and enterprise information networks",SYS
" Much larger, more complex and distributed examples are being planned",SYS
" Notable among them are intelligent transport systems [IVHS America, 1992; USDOT, 1995], military C4I and Integrated Battlespace [Butler et al",SYS
" 1996], global satellite networks [Stuart, 1996], and partially autonomous flexible manufacturing systems [Hayes, 1988]",SYS
"1 The question addressed by this paper is whether or not there is a useful taxonomic distinction between various complex, large-scale systems that are commonly referred to as systems-of-systems",SYS
" For there to be a useful taxonomic distinction, we should be able to divide systems of interest into two (or more) classes such that the members of each class share distinct attributes, and whose design, development, or operations pose distinct demands",SYS
" This paper argues that there is a useful taxonomic distinction, and that the distinction is based on the operational and managerial independence of the systems components",SYS
" By the tenets of this paper, a system would be termed a system-of-  systems or a collaborative system when: (1) Its components) fulfilled valid purposes in their own right and continued to operate to fulfill those purposes if disassembled from the overall system, and (2) the components systems are managed (at least in part) for their own purposes rather than the purposes of the whole",SYS
" Moreover, this paper argues that the commonly cited characteristics of systems-of-systems (complexity of the component systems and geographic distribution) are not the appropriate taxonomic classifiers",SYS
 The principal reason is that there are design guidelines that address those demands that apply differently for systems within and without the proposed class,SYS
" Within these properties are further taxonomic divisions, although they carry less importance in development",SYS
" For example, there is a distinction between collaborative systems that are organized and managed to express particular functions or purposes, and those in which desired behaviors must emerge through voluntary and collaborative interaction without central direction",SYS
" Many problems in developing systems-of-systems can be traced to misclassification, either as to monolithic system versus system-of-systems or as to category within system-of-systems",SYS
" The misclassification issues are related to enabling and fostering collaboration, not to provisions for geographic distribution or complexity issues",SYS
 Especially important is a failure to architect for robust collaboration when direct control is impossible,SYS
 This arises when the developers believe they have greater control over the evolution of the system-of-systems than they actually do,SYS
 In believing this they may fail to ensure that critical properties or elements will be incorporated by failing to provide a mechanism matched to the problem,SYS
 The independence and extent of these aggregations of systems results in an even greater emphasis on interface design than in traditional system architecting and engineering,SYS
" Since the components are often developed independently of the aggregate, the aggregate emerges as a system in its own right only through the interaction of the components",SYS
" Because elements will be independently developed and operated, the system-of-systems architect must express an overall structure largely (or even wholly) through the specification of communication standards",SYS
 Systems-of-systems are largely defined by interface standards,SYS
" Generally, these will be communication protocol standards, possibly at many levels of a layered communication model",SYS
 Only in special cases will there be more concrete interfaces,SYS
 Different problems require interface standards at different levels,SYS
" Some applications, an intelligent transport example stands out, can require a unique standard built from physical transmission upward",SYS
" As data communication becomes ubiquitous, however, the standards that enable each particular system-of-systems will be high-level standards, operating above the transport layer, which define the semantic content of messages passed among the components",SYS
" These standards, sometimes referred to as middleware, will most likely be built on distributed object and messaging frameworks",SYS
" Some cases, military systems for example, may define part of their architecture through human training and indoctrination",SYS
  This analysis of systems-of-systems architecting divides into eight parts,SYS
" The first part reviews some literature discussions of system-of-systems and introduces two commonly cited examples, integrated air defense systems and the Internet",SYS
" Second, the paper provides a two-part core definition for system-of-systems viewed as a taxonomic node",SYS
" Third, the paper examines several design heuristics that are of special importance in systems meeting the definition",SYS
" Fourth, an argument is framed for the taxonomic node and the examples are reexamined in light of the heuristics in the fifth part",SYS
" This part also introduces a future example of a systemof-systems, the Intelligent Transport Systems",SYS
" Sixth, we examine some additional taxonomic division",SYS
 In the seventh part we examine the impact of misclassification (which furthers the overall argument),SYS
" Lastly, the design heuristics and past experience are combined to consider communications as the architecture2 of a system-of-systems",SYS
"  While the term System of Systems appears frequently, there is no widely accepted definition of its meaning",SYS
 The use of a separate term system-of-systems implies a taxonomic grouping,SYS
 It implies the existence of distinct classes within systems,SYS
" Such classes are useful for engineering only if they represent distinct demands in design, development, or operation",SYS
" In a formal sense, system-of-systems is not descriptive",SYS
 A system is generally understood to be an assemblage of components that produces behavior or function not available from any component individually,SYS
" Under this definition, a personal computer is a system",SYS
" The computerآ’s disk drive, video monitor, processor, and so forth are likewise systems",SYS
" So also, formally, a personal computer is a system-of-systems because it is an assemblage of components that are individually regarded as systems",SYS
" Thus, formally, the term systemof-systems has no distinguishing power",SYS
" Its broad use, however, is suggestive that investigators have found value in distinguishing very large and distributed systems from much less complex and more compact systems",SYS
" System-of-systems, as commonly used, suggests assemblages of components that are themselves significantly complex, enough so that they may be regarded as systems and that are assembled into a larger system",SYS
" Many authors, however, prefer the notion of geographic distribution to a notion of a type of interrelationship",SYS
" At least two previous authors have proposed taxonomies that carry the notion of a distinct class of systems generally characterized as large, complex, geographically distributed, and composed of components that are significant systems in their own right",SYS
" Shenhar [1994, p",SYS
 268] proposed a two-dimensional system taxonomy that includes a category called an array,SYS
"  Similarly, Eisner [1993] defines systems-of-systems as large geographically distributed assemblages, but envisions only centrally directed development efforts in which the component systems and their integration are deliberately, and centrally, planned for a particular purpose",SYS
 Thus both Shenhar and Eisner use the term system-of-systems to describe geographically distributed systems which are otherwise developed and managed conventionally,SYS
 Shenhar does make distinctions in best practices for development for what he calls an array that differ from best practices for nondistributed systems,SYS
" However, in all of these cases the development and operations management model is fundamentally centralized",SYS
 Shenhar comes closest to making a case for a useful taxonomic node by discovering best practices different from those associated with his other taxonomic nodes,SYS
" However, neither geographic distribution nor the complexity of components meets the test of being discriminating characteristics for distinctly different design approaches, when the appropriate examples are considered",SYS
 A number of important existing and emerging systems are not characterized by central management of either development or operations,SYS
" These systems are commonly, though not always, geographically distributed and evolutionary",SYS
 What is unique about them is their fundamentally collaborative rather than directed structure,SYS
" These systems are composed of subsystems that are capable of operating independently of the integrated whole, and do operate in partial independence as part of normal operations",SYS
" The integrated system exists because of deliberate decisions by the subsystem or component developers to collaborate as part of a greater whole, and that decision to collaborate is an ongoing one",SYS
 Another term sometimes used for collaborative assemblages is federated system,SYS
 The next sections consider wide area communication networks and integrated air defense systems,SYS
 Wide Area Networks All wide area network systems are geographically distributed and have complex components,SYS
" Hence, they fit the common usage of system-of-systems",SYS
" Major examples include IBM System Network Architecture (SNA), the Bell telephone system, Asynchronous Transfer Mode networks, and the Internet",SYS
" However, these examples are distinguished by the degree of centralization of control in their design and operation",SYS
 The Internet is the classic example of distributed control and operation,SYS
" The central architecture of the Internet, in the sense of an organizing or cohering structure, is a set of protocols now called TCP/IP",SYS
 The TCP/IP family protocols are based on distributed operation and management,SYS
" All data are encapsulated in packets, which are independently forwarded through the Internet",SYS
 Routing decisions are made locally at each routing node,SYS
 Each routing node develops its own estimate of the connection state of the system through the exchange of routing messages (also encapsulated at IP packets),SYS
" The distributed estimate of connection state are not, and need not be consistent or complete",SYS
 Forwarding is designed to be acceptably successful even when connection state estimates are inconsistent and incomplete,SYS
" The distributed nature of routing information, and the memoryless forwarding, allows the Internet to operate without central control or direction",SYS
 A decentralized development community matches this decentralized architecture,SYS
 There is no central body with coercive power to issue or enforce standards,SYS
" The development community creates standards through collaborative arrangements, the Internet Engineering Task Force (IETF) and related bodies, and deploys them in a similar fashion",SYS
" The telephone system, and the SNA computer networking system, in contrast, rely on centralized control over operation and development",SYS
 They can also more efficiently utilize transmission technologies or more efficiently carry out specific applications since they can tie directly to them,SYS
 Nodes in the system are centrally directed in maintaining consistent and complete connection state models,SYS
" Instead of memoryless packet forwarding, these networks use end-to-end connection abstractions",SYS
" They also tie more closely to both the transmission technology and user application, and derive efficiency from doing so",SYS
 Comparison of the three example systems (and a further comparison to ATM) reveals the important interplay between distributed operation and development,SYS
 The Internet can be developed in a collaborative way largely because its operation is collaborative,SYS
" Because the Internet uses best-effort forwarding and distributed routing, it can easily offer new services without changing the underlying protocols",SYS
 Those new services can be implemented and deployed by groups that have no involvement in developing or operating the underlying protocols; but only so long as those new services do not require any new underlying services,SYS
" So, for example, groups were able to develop and deploy IP-Phone (a voice over the Internet application) without any cooperation from TCP/IP developers or even Internet service providers",SYS
" However, the IP-Phone application cannot offer any quality of service guarantees since the protocols it is built on do not offer simultaneous delay and error rate bounding",SYS
 The two system types differ in their robustness against accidental and deliberate attack,SYS
" In principle, a decentralized system like the Internet should be less vulnerable to destructive collective phenomena and be able to locally adapt around problems",SYS
" In practice, both the Internet with its distributed control model and the telephone system with its greater centralization have proven vulnerable to collective phenomena",SYS
" It turns out that distributed control protocols like TCP/IP are very prone to collective phenomena in both transmission and routing [Bertsekas and Gallager, 1992: Chap 6]",SYS
 Careful design and selection of parameters has been necessary to avoid network collapse phenomena,SYS
 One reason is that the Internet uses a good intentions model for distributed control which is vulnerable to nodes that misbehave either accidentally or deliberately,SYS
" There are algorithms known which are robust against bad intentions faults, but they have not been incorporated into network designs",SYS
 Wide area telephone blackouts have attracted media attention and shown that the more centralized model is also vulnerable,SYS
" The argument about decentralized versus centralized fault tolerance has a long history in the electric power industry, and even today has not reached full resolution",SYS
 The ATM standard tries to combine characteristics of both centralized and decentralized architecture,SYS
" It adopts packet forwarding as the transfer model, but uses virtual circuit switching for the forwarding rule, which requires networkwide consistency on all connections",SYS
 The ambition for ATM has been to combine the best features of both the computer and telephone networking worlds and offer a rich set of services including both guaranteed and best effort services,SYS
Software Engineering Tutorial delivers basic and advanced concepts of Software Engineering,SE
 Software Engineering Tutorial is designed to help beginners and professionals both,SE
Software Engineering provides a standard procedure to design and develop a software,SE
"Our Software Engineering Tutorial contains all the topics of Software Engineering like Software Engineering Models, Software Development Life Cycle, Requirement Engineering, Software Design tools, Software Design Strategies, Software Design levels, Software Project Management, Software Management activities, Software Management Tools, Software Testing levels, Software Testing approaches, Quality Assurance Vs",SE
" Quality control, Manual Testing, Software Maintenance, Software Re-engineering and Software Development Tool such as CASE Tool",SE
What is Software Engineering?,SE
"The term software engineering is the product of two words, software, and engineering",SE
 The software is a collection of integrated programs,SE
Software subsists of carefully-organized instructions and code written by developers on any of various particular computer languages,SE
"Computer programs and related documentation such as requirements, design models and user manuals",SE
"Engineering is the application of scientific and practical knowledge to invent, design, build, maintain, and improve frameworks, processes, etc",SE
"Software Engineering is an engineering branch related to the evolution of software product using well-defined scientific principles, techniques, and procedures",SE
 The result of software engineering is an effective and reliable software product,SE
Why is Software Engineering required?,SE
Software Engineering is required due to the following reasons,SE
To manage Large software,SE
For more Scalability,SE
Cost Management,SE
To manage the dynamic nature of software,SE
For better quality Management,SE
Need of Software Engineering,SE
The necessity of software engineering appears because of a higher rate of progress in user requirements and the environment on which the program is working,SE
Huge Programming,SE
" It is simpler to manufacture a wall than to a house or building, similarly, as the measure of programming become extensive engineering has to step to give it a scientific process",SE
Adaptability,SE
" If the software procedure were not based on scientific and engineering ideas, it would be simpler to re-create new software than to scale an existing one",SE
Cost: As the hardware industry has demonstrated its skills and huge manufacturing has let down the cost of computer and electronic hardware,SE
 But the cost of programming remains high if the proper process is not adapted,SE
Dynamic Nature,SE
 The continually growing and adapting nature of programming hugely depends upon the environment in which the client works,SE
" If the quality of the software is continually changing, new upgrades need to be done in the existing one",SE
Quality Management,SE
 Better procedure of software development provides a better and quality software product,SE
The importance of Software engineering is as follows,SE
Reduces complexity,SE
 Big software is always complicated and challenging to progress,SE
 Software engineering has a great solution to reduce the complication of any project,SE
 Software engineering divides big problems into various small issues,SE
 And then start solving each small issue one by one,SE
 All these small problems are solved independently to each other,SE
To minimize software cost,SE
Software needs a lot of hardwork and software engineers are highly paid experts,SE
 A lot of manpower is required to develop software with a large number of codes,SE
" But in software engineering, programmers project everything and decrease all those things that are not needed",SE
" In turn, the cost for software productions becomes less as compared to any software that does not use software engineering method",SE
To decrease time,SE
Anything that is not made according to the project always wastes time,SE
" And if you are making great software, then you may need to run many codes to get the definitive running code",SE
" This is a very time-consuming procedure, and if it is not well handled, then this can take a lot of time",SE
" So if you are making your software according to the software engineering method, then it will decrease a lot of time",SE
"Handling big projects,Big projects are not done in a couple of days, and they need lots of patience, planning, and management",SE
" And to invest six and seven months of any company, it requires heaps of planning, direction, testing, and maintenance",SE
" No one can say that he has given four months of a company to the task, and the project is still in its first stage",SE
 Because the company has provided many resources to the plan and it should be completed,SE
" So to handle a big project without any problem, the company has to go for a software engineering method",SE
Reliable software,SE
"Software should be secure, means if you have delivered the software, then it should work for at least its given time or subscription",SE
" And if any bugs come in the software, the company is responsible for solving all these bugs",SE
" Because in software engineering, testing and maintenance are given, so there is no worry of its reliability",SE
Effectiveness,SE
 Effectiveness comes if anything has made according to the standards,SE
 Software standards are the big target of companies to make it more effective,SE
 So Software becomes more effective in the act with the help of software engineering,SE
Software Project Planning,SE
"A Software Project is the complete methodology of programming advancement from requirement gathering to testing and support, completed by the execution procedures, in a specified period to achieve intended software product",SE
Need of Software Project Management,SE
"Software development is a sort of all new streams in world business, and there's next to no involvement in structure programming items",SE
 Most programming items are customized to accommodate customer's necessities,SE
 The most significant is that the underlying technology changes and advances so generally and rapidly that experience of one element may not be connected to the other one,SE
" All such business and ecological imperatives bring risk in software development; hence, it is fundamental to manage software projects efficiently",SE
Software Project Manager,SE
Software manager is responsible for planning and scheduling project development,SE
 They manage the work to ensure that it is completed to the required standard,SE
 They monitor the progress to check that the event is on time and within budget,SE
" The project planning must incorporate the major issues like size & cost estimation scheduling, project monitoring, personnel selection evaluation & risk management",SE
" To plan a successful software project, we must understand",SE
Scope of work to be completed,SE
Risk analysis,SE
The resources mandatory,SE
The project to be accomplished,SE
Record of being followed,SE
Software Project planning starts before technical work start,SE
 The various steps of planning activities are,SE
 Software Processes,SE
"The term software specifies to the set of computer programs, procedures and associated documents (Flowcharts, manuals, etc",SE
) that describe the program and how they are to be used,SE
A software process is the set of activities and associated outcome that produce a software product,SE
 Software engineers mostly carry out these activities,SE
" These are four key process activities, which are common to all software processes",SE
 These activities are:Software specifications,SE
The functionality of the software and constraints on its operation must be defined,SE
Software development,SE
The software to meet the requirement must be produced,SE
Software validation,SE
 The software must be validated to ensure that it does what the customer wants,SE
Software evolution,SE
 The software must evolve to meet changing client needs,SE
The Software Process Model,SE
"A software process model is a specified definition of a software process, which is presented from a particular perspective",SE
" Models, by their nature, are a simplification, so a software process model is an abstraction of the actual process, which is being described",SE
" Process models may contain activities, which are part of the software process, software product, and the roles of people involved in software engineering",SE
 Some examples of the types of software process models that may be produced are:,SE
"A workflow model: This shows the series of activities in the process along with their inputs, outputs and dependencies",SE
 The activities in this model perform human actions,SE
" A dataflow or activity model: This represents the process as a set of activities, each of which carries out some data transformations",SE
" It shows how the input to the process, such as a specification is converted to an output such as a design",SE
 The activities here may be at a lower level than activities in a workflow model,SE
 They may perform transformations carried out by people or by computers,SE
 A role/action model: This means the roles of the people involved in the software process and the activities for which they are responsible,SE
There are several various general models or paradigms of software development,SE
"The waterfall approach: This takes the above activities and produces them as separate process phases such as requirements specification, software design, implementation, testing, and so on",SE
" After each stage is defined, it is ""signed off"" and development goes onto the following stage",SE
"Evolutionary development: This method interleaves the activities of specification, development, and validation",SE
 An initial system is rapidly developed from a very abstract specification,SE
"Formal transformation: This method is based on producing a formal mathematical system specification and transforming this specification, using mathematical methods to a program",SE
 These transformations are 'correctness preserving,SE
' This means that you can be sure that the developed programs meet its specification,SE
System assembly from reusable components: This method assumes the parts of the system already exist,SE
 The system development process target on integrating these parts rather than developing them from scratch,SE
Software Crisis,SE
Size: Software is becoming more expensive and more complex with the growing complexity and expectation out of software,SE
" For example, the code in the consumer product is doubling every couple of years",SE
"Quality: Many software products have poor quality, i",SE
", the software products defects after putting into use due to ineffective testing technique",SE
" For example, Software testing typically finds 25 errors per 1000 lines of code",SE
Cost: Software development is costly i,SE
 in terms of time taken to develop and the money involved,SE
" For example, Development of the FAA's Advanced Automation System cost over $700 per lines of code",SE
Delayed Delivery: Serious schedule overruns are common,SE
" Very often the software takes longer than the estimated time to develop, which in turn leads to cost shooting up",SE
" For example, one in four large-scale development projects is never completed",SE
Program vs,SE
 Software,SE
Software is more than programs,SE
" Any program is a subset of software, and it becomes software only if documentation & operating procedures manuals are prepared",SE
There are,SE
Program: Program is a combination of source code & object code,SE
Documentation: Documentation consists of different types of manuals,SE
" Examples of documentation manuals are: Data Flow Diagram, Flow Charts, ER diagrams, etc",SE
 Operating Procedures: Operating Procedures consist of instructions to set up and use the software system and instructions on how react to the system failure,SE
" Example of operating system procedures manuals is: installation guide, Beginner's guide, reference guide, system administration guide, etc",SE
" The software is used extensively in several domains including hospitals, banks, schools, defense, finance, stock markets, and so on",SE
 It can be categorized into different types,SE
System Software â€“System Software is necessary to manage the computer resources and support the execution of application programs,SE
" Software like operating systems, compilers, editors and drivers, etc",SE
", come under this category",SE
 A computer cannot function without the presence of these,SE
 Operating systems are needed to link the machine-dependent needs of a program with the capabilities of the machine on which it runs,SE
 Compilers translate programs from high-level language to machine language,SE
 Application Software â€“ Application software is designed to fulfill the userâ€™s requirement by interacting with the user directly,SE
 It could be classified into two major categories:- generic or customized,SE
 Generic Software is the software that is open to all and behaves the same for all of its users,SE
 Its function is limited and not customized as per the changing requirements of the user,SE
" However, on the other hand, Customized software the software products which are designed as per the clientâ€™s requirement, and are not available for all",SE
Networking and Web Applications Software â€“ Networking Software provides the required support necessary for computers to interact with each other and with data storage facilities,SE
